timestamp,symbol,open,high,low,close,volume,vwap,trade_count
2024-11-01 04:00:00+00:00,GOOGL,170.07,172.32,168.88,171.29,31796477.0,171.24021,432223.0
2024-11-04 05:00:00+00:00,GOOGL,169.93,170.73,168.011,169.24,21492744.0,169.200659,324562.0
2024-11-05 05:00:00+00:00,GOOGL,169.43,170.53,168.84,169.74,18242050.0,169.724803,248015.0
2024-11-06 05:00:00+00:00,GOOGL,173.8,176.94,173.5,176.51,33695538.0,175.711766,488421.0
2024-11-07 05:00:00+00:00,GOOGL,177.41,181.08,177.19,180.75,25352939.0,179.723174,395830.0
2024-11-08 05:00:00+00:00,GOOGL,180.645,180.9,178.08,178.35,22006182.0,178.770279,322850.0
2024-11-11 05:00:00+00:00,GOOGL,178.58,180.545,178.47,180.35,17450354.0,179.943157,254287.0
2024-11-12 05:00:00+00:00,GOOGL,179.82,182.49,179.39,181.62,25134905.0,181.178418,301849.0
2024-11-13 05:00:00+00:00,GOOGL,180.46,180.96,178.54,178.88,23184003.0,179.276343,282857.0
2024-11-14 05:00:00+00:00,GOOGL,178.28,178.82,174.3218,175.58,31007457.0,175.712446,345251.0
2024-11-15 05:00:00+00:00,GOOGL,173.73,174.14,171.22,172.49,32504649.0,172.489078,347620.0
2024-11-18 05:00:00+00:00,GOOGL,173.42,175.438,172.9,175.3,20241897.0,174.53374,256817.0
2024-11-19 05:00:00+00:00,GOOGL,173.72,178.87,173.56,178.12,23750925.0,177.056209,315071.0
2024-11-20 05:00:00+00:00,GOOGL,177.34,177.675,173.78,175.98,18988159.0,175.511207,249879.0
2024-11-21 05:00:00+00:00,GOOGL,173.9,174.13,163.7,167.63,59734379.0,166.675879,832139.0
2024-11-22 05:00:00+00:00,GOOGL,165.85,166.46,163.9,164.76,38604587.0,165.067959,490822.0
2024-11-25 05:00:00+00:00,GOOGL,166.09,168.63,165.6072,167.65,33135263.0,167.525139,358441.0
2024-11-26 05:00:00+00:00,GOOGL,167.63,169.82,167.58,169.12,20486720.0,168.935164,268773.0
2024-11-27 05:00:00+00:00,GOOGL,169.0,169.4832,168.02,169.23,19266511.0,169.121596,204928.0
2024-11-29 05:00:00+00:00,GOOGL,168.5,169.43,167.16,168.95,14257244.0,168.673862,184272.0
2024-12-02 05:00:00+00:00,GOOGL,168.765,172.075,168.57,171.49,23789084.0,171.250689,273500.0
2024-12-03 05:00:00+00:00,GOOGL,171.49,172.68,170.85,171.34,22248705.0,171.424342,240842.0
2024-12-04 05:00:00+00:00,GOOGL,171.145,174.91,171.06,174.37,31615137.0,173.887485,302782.0
2024-12-05 05:00:00+00:00,GOOGL,175.36,176.06,172.33,172.64,21356243.0,173.564925,279424.0
2024-12-06 05:00:00+00:00,GOOGL,172.03,175.08,171.86,174.71,21462393.0,174.402105,265162.0
2024-12-09 05:00:00+00:00,GOOGL,173.96,176.26,173.65,175.37,25389631.0,175.217957,315848.0
2024-12-10 05:00:00+00:00,GOOGL,182.845,186.36,181.05,185.17,54813022.0,184.126708,768708.0
2024-12-11 05:00:00+00:00,GOOGL,185.31,195.61,184.85,195.4,67894071.0,192.909701,821975.0
2024-12-12 05:00:00+00:00,GOOGL,195.0,195.18,191.71,191.96,34817486.0,193.432388,462229.0
2024-12-13 05:00:00+00:00,GOOGL,191.01,192.73,189.64,189.82,25143495.0,190.877769,328990.0
2024-12-16 05:00:00+00:00,GOOGL,192.87,199.0,192.62,196.66,44934901.0,196.647682,490169.0
2024-12-17 05:00:00+00:00,GOOGL,197.25,201.42,194.98,195.42,43504025.0,197.091246,514813.0
2024-12-18 05:00:00+00:00,GOOGL,195.22,197.0,187.74,188.4,34166074.0,191.475805,423247.0
2024-12-19 05:00:00+00:00,GOOGL,191.625,193.03,188.38,188.51,32265241.0,190.018908,417946.0
2024-12-20 05:00:00+00:00,GOOGL,185.78,192.89,185.22,191.41,63462934.0,190.200804,424231.0
2024-12-23 05:00:00+00:00,GOOGL,192.62,195.1,190.15,194.63,25675014.0,193.585438,310992.0
2024-12-24 05:00:00+00:00,GOOGL,194.84,196.11,193.78,196.11,10403259.0,195.502597,155818.0
2024-12-26 05:00:00+00:00,GOOGL,195.15,196.748,194.375,195.6,12057210.0,195.804373,196317.0
2024-12-27 05:00:00+00:00,GOOGL,194.95,195.32,190.65,192.76,18891362.0,192.436699,284116.0
2024-12-30 05:00:00+00:00,GOOGL,189.8,192.55,189.12,191.24,14264659.0,191.190386,255690.0
2024-12-31 05:00:00+00:00,GOOGL,191.075,191.96,188.51,189.3,17466919.0,189.861911,239949.0
2025-01-02 05:00:00+00:00,GOOGL,190.65,192.0,187.5,189.43,20370828.0,189.584668,328515.0
2025-01-03 05:00:00+00:00,GOOGL,191.37,193.21,189.975,191.79,18596159.0,191.763913,261756.0
2025-01-06 05:00:00+00:00,GOOGL,193.98,198.2222,193.85,196.87,29563638.0,196.73636,385128.0
2025-01-07 05:00:00+00:00,GOOGL,197.11,201.0,194.6,195.49,26487244.0,197.04705,363663.0
2025-01-08 05:00:00+00:00,GOOGL,192.57,196.29,192.38,193.95,24864766.0,194.351096,339162.0
2025-01-10 05:00:00+00:00,GOOGL,194.295,196.52,190.31,192.04,26665206.0,192.829352,379247.0
2025-01-13 05:00:00+00:00,GOOGL,190.07,191.18,187.36,191.01,21823699.0,190.096289,299678.0
2025-01-14 05:00:00+00:00,GOOGL,191.24,191.98,188.3082,189.66,17174854.0,190.045694,236897.0
2025-01-15 05:00:00+00:00,GOOGL,193.09,196.36,191.86,195.55,21775969.0,194.800387,270843.0
2025-01-16 05:00:00+00:00,GOOGL,194.14,195.48,192.81,192.91,17815432.0,193.887075,243139.0
2025-01-17 05:00:00+00:00,GOOGL,196.53,197.23,193.75,196.0,27735089.0,195.950305,277088.0
2025-01-21 05:00:00+00:00,GOOGL,199.07,202.29,197.87,198.05,29971292.0,198.981318,440060.0
2025-01-22 05:00:00+00:00,GOOGL,199.06,200.48,197.53,198.37,26200617.0,198.883706,343060.0
2025-01-23 05:00:00+00:00,GOOGL,198.14,200.3,195.2,197.98,26951357.0,197.878928,332356.0
2025-01-24 05:00:00+00:00,GOOGL,198.1,200.9,198.0,200.21,23877521.0,199.783483,293405.0
2025-01-27 05:00:00+00:00,GOOGL,192.41,196.88,190.73,191.81,41728893.0,192.975724,617250.0
2025-01-28 05:00:00+00:00,GOOGL,192.745,195.48,190.68,195.3,24157929.0,194.438981,332199.0
2025-01-29 05:00:00+00:00,GOOGL,195.555,196.785,193.43,195.41,18218256.0,195.082918,276385.0
2025-01-30 05:00:00+00:00,GOOGL,198.0,201.4,197.67,200.87,24354684.0,200.161218,336195.0
2025-01-31 05:00:00+00:00,GOOGL,202.0,205.48,201.8,204.02,32041952.0,204.25406,411503.0
2025-02-03 05:00:00+00:00,GOOGL,200.69,203.75,200.1,201.23,27815470.0,201.870186,404052.0
2025-02-04 05:00:00+00:00,GOOGL,203.39,207.05,202.81,206.38,43757263.0,205.376059,613259.0
2025-02-05 05:00:00+00:00,GOOGL,191.07,192.75,188.03,191.33,70461770.0,190.219598,1094134.0
2025-02-06 05:00:00+00:00,GOOGL,189.5,192.1,188.72,191.6,29297442.0,190.720436,425109.0
2025-02-07 05:00:00+00:00,GOOGL,191.05,191.18,183.24,185.34,49156418.0,186.160025,716737.0
2025-02-10 05:00:00+00:00,GOOGL,187.35,188.2,185.86,186.47,23085939.0,186.785118,338596.0
2025-02-11 05:00:00+00:00,GOOGL,185.03,186.94,184.28,185.32,21239519.0,185.266071,289644.0
2025-02-12 05:00:00+00:00,GOOGL,183.22,185.11,181.83,183.61,22072559.0,183.531296,330693.0
2025-02-13 05:00:00+00:00,GOOGL,184.32,186.28,183.14,186.14,21402523.0,184.821842,289687.0
2025-02-14 05:00:00+00:00,GOOGL,185.055,186.4,184.32,185.23,20448437.0,185.225702,314620.0
2025-02-18 05:00:00+00:00,GOOGL,185.6,185.96,181.7401,183.77,29916675.0,183.717394,445505.0
2025-02-19 05:00:00+00:00,GOOGL,184.07,185.46,183.59,185.27,19529444.0,184.738238,274916.0
2025-02-20 05:00:00+00:00,GOOGL,184.8,185.31,182.72,184.56,20441462.0,184.181898,305782.0
2025-02-21 05:00:00+00:00,GOOGL,185.15,185.34,179.08,179.66,35199239.0,181.071951,502343.0
2025-02-24 05:00:00+00:00,GOOGL,181.99,183.12,178.885,179.25,29854206.0,180.382185,398796.0
2025-02-25 05:00:00+00:00,GOOGL,178.04,178.74,174.6939,175.42,41913411.0,176.122143,538759.0
2025-02-26 05:00:00+00:00,GOOGL,175.07,176.08,171.5807,172.73,35431268.0,173.636834,497010.0
2025-02-27 05:00:00+00:00,GOOGL,173.99,174.56,167.94,168.5,39991015.0,169.96209,521290.0
2025-02-28 05:00:00+00:00,GOOGL,168.68,170.61,166.77,170.28,48130565.0,169.179184,478174.0
2025-03-03 05:00:00+00:00,GOOGL,171.925,173.37,165.93,167.01,40770451.0,168.682936,492112.0
2025-03-04 05:00:00+00:00,GOOGL,166.24,173.2946,165.8,170.92,45387996.0,169.733594,628834.0
2025-03-05 05:00:00+00:00,GOOGL,170.52,173.78,169.06,173.02,30954922.0,171.74288,403758.0
2025-03-06 05:00:00+00:00,GOOGL,170.53,174.81,170.5,172.35,28301953.0,172.595374,396440.0
2025-03-07 05:00:00+00:00,GOOGL,171.26,174.97,170.27,173.86,27385813.0,172.791638,391515.0
2025-03-10 04:00:00+00:00,GOOGL,168.26,168.46,163.69,165.87,43604027.0,165.810599,729408.0
