timestamp,symbol,open,high,low,close,volume,vwap,trade_count
2024-11-01 04:00:00+00:00,AAPL,220.965,225.35,220.27,222.91,65276741.0,222.804987,859117.0
2024-11-04 05:00:00+00:00,AAPL,220.99,222.79,219.71,222.01,44944468.0,221.767417,647168.0
2024-11-05 05:00:00+00:00,AAPL,221.795,223.95,221.14,223.45,28111338.0,223.110799,502059.0
2024-11-06 05:00:00+00:00,AAPL,222.61,226.065,221.19,222.72,54561121.0,223.789045,796635.0
2024-11-07 05:00:00+00:00,AAPL,224.625,227.875,224.57,227.48,42137691.0,226.79628,623242.0
2024-11-08 05:00:00+00:00,AAPL,227.17,228.66,226.405,226.96,38328824.0,227.235239,541125.0
2024-11-11 05:00:00+00:00,AAPL,225.0,225.7,221.5,224.23,42005602.0,223.397808,555127.0
2024-11-12 05:00:00+00:00,AAPL,224.55,225.59,223.355,224.23,40398299.0,224.377658,462612.0
2024-11-13 05:00:00+00:00,AAPL,224.01,226.65,222.76,225.12,48566217.0,224.935939,467219.0
2024-11-14 05:00:00+00:00,AAPL,225.02,228.87,225.0,228.22,44923941.0,227.454246,492068.0
2024-11-15 05:00:00+00:00,AAPL,226.4,226.92,224.27,225.0,47923696.0,225.147593,451319.0
2024-11-18 05:00:00+00:00,AAPL,225.25,229.74,225.17,228.02,44691859.0,228.036169,437922.0
2024-11-19 05:00:00+00:00,AAPL,226.98,230.16,226.66,228.28,36211774.0,228.651147,365242.0
2024-11-20 05:00:00+00:00,AAPL,228.06,229.93,225.89,229.0,35230059.0,228.019292,357481.0
2024-11-21 05:00:00+00:00,AAPL,228.88,230.155,225.7103,228.52,42108327.0,228.439064,431685.0
2024-11-22 05:00:00+00:00,AAPL,228.06,230.7199,228.06,229.87,38168252.0,229.692547,380624.0
2024-11-25 05:00:00+00:00,AAPL,231.46,233.245,229.74,232.87,90152832.0,232.405006,510698.0
2024-11-26 05:00:00+00:00,AAPL,233.33,235.57,233.33,235.06,45986189.0,234.821331,450015.0
2024-11-27 05:00:00+00:00,AAPL,234.465,235.69,233.8101,234.93,33498439.0,234.806483,339860.0
2024-11-29 05:00:00+00:00,AAPL,234.805,237.81,233.97,237.33,28481377.0,236.570409,268955.0
2024-12-02 05:00:00+00:00,AAPL,237.27,240.79,237.16,239.59,48137103.0,239.520954,469685.0
2024-12-03 05:00:00+00:00,AAPL,239.81,242.76,238.9,242.65,38861017.0,241.628776,419384.0
2024-12-04 05:00:00+00:00,AAPL,242.87,244.11,241.25,243.01,44383935.0,242.952411,406663.0
2024-12-05 05:00:00+00:00,AAPL,243.99,244.54,242.13,243.04,40033878.0,243.055,401262.0
2024-12-06 05:00:00+00:00,AAPL,242.905,244.63,242.08,242.84,36870619.0,243.211621,366549.0
2024-12-09 05:00:00+00:00,AAPL,241.83,247.24,241.75,246.75,44649232.0,245.992267,500769.0
2024-12-10 05:00:00+00:00,AAPL,246.89,248.21,245.34,247.77,36914806.0,247.266088,423350.0
2024-12-11 05:00:00+00:00,AAPL,247.96,250.8,246.2601,246.49,45205814.0,248.24955,455625.0
2024-12-12 05:00:00+00:00,AAPL,246.89,248.74,245.68,247.96,32777532.0,247.765941,353012.0
2024-12-13 05:00:00+00:00,AAPL,247.815,249.2902,246.24,248.13,33155290.0,247.74208,349810.0
2024-12-16 05:00:00+00:00,AAPL,247.99,251.38,247.65,251.04,51694753.0,250.490096,448224.0
2024-12-17 05:00:00+00:00,AAPL,250.08,253.83,249.78,253.48,51356360.0,253.010532,487662.0
2024-12-18 05:00:00+00:00,AAPL,252.16,254.28,247.74,248.05,56774101.0,250.488225,564347.0
2024-12-19 05:00:00+00:00,AAPL,247.5,252.0,247.0949,249.79,60882264.0,249.866349,532896.0
2024-12-20 05:00:00+00:00,AAPL,248.04,255.0,245.69,254.49,147495267.0,252.59909,551019.0
2024-12-23 05:00:00+00:00,AAPL,254.77,255.65,253.45,255.27,40858774.0,254.713849,422563.0
2024-12-24 05:00:00+00:00,AAPL,255.49,258.21,255.29,258.2,23234705.0,257.452942,245932.0
2024-12-26 05:00:00+00:00,AAPL,258.19,260.1,257.63,259.02,27262983.0,258.937766,362325.0
2024-12-27 05:00:00+00:00,AAPL,257.83,258.7,253.06,255.59,42355321.0,255.255129,474899.0
2024-12-30 05:00:00+00:00,AAPL,252.23,253.5,250.75,252.2,35557542.0,252.228327,421634.0
2024-12-31 05:00:00+00:00,AAPL,252.44,253.28,249.43,250.42,39480718.0,250.721619,361255.0
2025-01-02 05:00:00+00:00,AAPL,248.93,249.1,241.8201,243.85,55740731.0,244.339399,685448.0
2025-01-03 05:00:00+00:00,AAPL,243.36,244.18,241.89,243.36,40244114.0,243.069441,493786.0
2025-01-06 05:00:00+00:00,AAPL,244.31,247.33,243.2,245.0,45045571.0,245.23906,493920.0
2025-01-07 05:00:00+00:00,AAPL,242.98,245.55,241.35,242.21,40855960.0,243.011137,462887.0
2025-01-08 05:00:00+00:00,AAPL,241.92,243.7123,240.05,242.7,37628940.0,242.272854,406916.0
